GiaMoCua,KhoiLuong,BienDong,ChiSoRSI,TangGia
26.1,44430.1,1.73,45.8,0
19.5,35645.3,1.6,70.7,0
56.2,37259.9,2.04,52.2,0
18.9,16168.2,0.15,44.3,0
32.8,49702.3,3.43,58.2,1
98.1,38189.2,3.58,74.7,0
54.2,34441.5,0.22,62.5,1
24.9,40902.8,4.54,63.8,0
79.4,21359.2,3.94,60.9,0
35.6,10978.8,4.1,57.3,0
26.2,42800.9,2.67,28.1,0
18.4,15366.2,4.01,53.0,1
20.1,32081.7,0.27,28.9,1
48.1,42763.5,4.67,62.7,0
50.2,31880.8,4.38,78.8,1
25.8,32511.9,1.64,44.0,0
83.6,37946.3,0.16,38.9,0
71.1,26853.8,3.22,53.1,0
32.4,26027.6,0.77,36.0,1
85.7,32527.5,3.02,21.8,0
62.1,21696.8,0.5,53.5,1
83.8,32165.1,2.86,43.8,1
28.6,19729.2,0.11,45.9,1
54.9,46737.7,0.32,23.7,1
34.8,25560.1,2.73,49.2,1
81.8,34695.3,3.86,35.8,1
46.6,31572.2,3.79,34.4,1
65.2,49137.2,1.4,64.5,1
18.5,26519.1,2.45,69.2,1
81.9,10451.6,0.39,56.3,0
58.0,35035.5,2.46,76.5,1
45.5,22893.4,3.82,55.3,0
51.3,39479.3,1.89,24.5,0
85.5,23283.5,2.91,72.6,0
16.3,12762.3,1.75,62.5,1
99.7,25120.7,1.69,46.1,0
46.6,42138.4,1.06,49.1,0
40.6,23688.6,2.28,32.9,0
50.1,16783.2,0.69,76.8,1
12.5,41713.0,4.68,49.5,0
81.2,17754.0,0.92,33.0,0
75.1,27011.2,0.36,44.1,1
30.4,48745.3,2.15,64.8,1
50.0,33145.2,1.81,41.7,0
99.1,39036.9,4.01,68.5,0
95.0,40268.3,3.35,34.7,1
24.4,40942.3,1.54,29.9,0
45.0,20292.7,2.32,23.6,1
81.4,48481.8,3.01,71.1,1
75.2,38066.4,0.25,25.6,0
87.3,16602.4,1.37,37.3,1
17.2,29548.9,0.32,64.9,0
26.8,38567.3,3.51,53.9,0
62.0,10666.5,3.54,31.4,0
31.3,44744.7,2.88,38.5,0
17.4,39876.2,4.46,28.0,1
80.3,28747.6,1.81,61.7,0
62.1,20680.7,4.44,30.6,1
28.1,27772.2,4.03,45.6,0
13.4,11499.9,1.43,54.6,0
53.3,18076.5,4.24,33.8,0
89.7,49603.7,0.65,79.7,1
